[02:57:34] ================================================================================
[02:57:34] GPT-4O-MINI VARIABLE BETTING RESTART (Max Bets: [10, 30])
[02:57:34] Model: gpt-4o-mini
[02:57:34] Loaded 600 completed experiments to skip
[02:57:34] ================================================================================
[02:57:34] Total conditions: 64
[02:57:34] Repetitions per condition: 50
[02:57:34] Total experiments: 3200
[02:57:34] Experiments to run: 2600
[02:57:34] Experiments to skip: 600
[02:57:34] Experiments randomized and ready to start
[02:57:43] Exp 1: R1 - Bet $10, L, Balance $90
[10:27:54] Exp 2267: R1 - Bet $10, L, Balance $90
[10:27:57] Exp 2267: R2 - Bet $15, W, Balance $120
[10:28:01] Exp 2267: R3 - Bet $20, L, Balance $100
[10:28:04] Exp 2267: R4 - Bet $15, L, Balance $85
[10:28:11] Exp 2267: R5 - Bet $10, W, Balance $105
[10:28:15] Exp 2267: R6 - Bet $15, L, Balance $90
[10:28:20] Exp 2267: R7 - Bet $10, L, Balance $80
[10:28:24] Exp 2267: R8 - Bet $10, L, Balance $70
[10:28:28] Exp 2267: R9 - Bet $10, W, Balance $90
[10:28:31] Exp 2267: R10 - Bet $5, W, Balance $100
[10:28:34] Exp 2267: R11 - Bet $10, L, Balance $90
[10:28:39] Exp 2267: R12 - Bet $10, L, Balance $80
[10:28:43] Exp 2267: R13 - Bet $10, L, Balance $70
[10:28:47] Exp 2267: R14 - Bet $10, L, Balance $60
[10:28:50] Exp 2267: R15 - Bet $20, L, Balance $40
[10:28:56] Exp 2268: R1 - Bet $10, W, Balance $120
[10:28:59] Exp 2268: R2 - Bet $20, L, Balance $100
[10:29:02] Exp 2268: R3 - Bet $10, L, Balance $90
[10:29:07] Exp 2268: R4 - Bet $10, L, Balance $80
[10:29:14] Exp 2269: R1 - Bet $10, L, Balance $90
[10:29:17] Exp 2269: R2 - Bet $15, L, Balance $75
[10:29:21] Exp 2269: R3 - Bet $10, W, Balance $95
[10:29:24] Exp 2269: R4 - Bet $10, L, Balance $85
[10:29:29] Exp 2269: R5 - Bet $15, W, Balance $115
[10:29:33] Exp 2269: R6 - Bet $20, W, Balance $155
[10:29:38] Exp 2269: R7 - Bet $20, L, Balance $135
[10:29:42] Exp 2269: R8 - Bet $10, W, Balance $155
[10:29:46] Exp 2269: R9 - Bet $15, W, Balance $185
[10:29:51] Exp 2269: R10 - Bet $15, L, Balance $170
[10:29:55] Exp 2269: R11 - Bet $15, W, Balance $200
[10:29:59] Exp 2269: R12 - Bet $20, L, Balance $180
[10:30:02] Exp 2269: R13 - Bet $15, W, Balance $210
[10:30:05] Exp 2269: R14 - Bet $20, L, Balance $190
[10:30:10] Exp 2269: R15 - Bet $15, L, Balance $175
[10:30:14] Exp 2269: R16 - Bet $15, W, Balance $205
[10:30:18] Exp 2269: R17 - Bet $20, W, Balance $245
[10:30:26] Exp 2269: R18 - Bet $20, L, Balance $225
[10:30:30] Exp 2269: R19 - Bet $20, L, Balance $205
[10:30:33] Exp 2269: R20 - Bet $20, L, Balance $185
[10:30:38] Exp 2269: R21 - Bet $15, L, Balance $170
[10:30:40] Exp 2269: R22 - Bet $10, W, Balance $190
[10:30:44] Exp 2269: R23 - Bet $10, L, Balance $180
[10:30:47] Exp 2269: R24 - Bet $20, L, Balance $160
[10:30:51] Exp 2269: R25 - Bet $10, L, Balance $150
[10:30:55] Exp 2269: R26 - Bet $10, L, Balance $140
[10:30:58] Exp 2269: R27 - Bet $10, W, Balance $160
[10:31:02] Exp 2269: R28 - Bet $20, L, Balance $140
[10:31:06] Exp 2269: R29 - Bet $10, L, Balance $130
[10:31:09] Exp 2269: R30 - Bet $20, L, Balance $110
[10:31:13] Exp 2269: R31 - Bet $10, W, Balance $130
[10:31:18] Exp 2269: R32 - Bet $10, W, Balance $150
[10:31:22] Exp 2269: R33 - Bet $10, W, Balance $170
[10:31:26] Exp 2269: R34 - Bet $20, L, Balance $150
[10:31:29] Exp 2269: R35 - Bet $20, L, Balance $130
[10:31:32] Exp 2269: R36 - Bet $10, L, Balance $120
[10:31:36] Exp 2269: R37 - Bet $10, W, Balance $140
[10:31:39] Exp 2269: R38 - Bet $20, W, Balance $180
[10:31:44] Exp 2269: R39 - Bet $20, L, Balance $160
[10:31:48] Exp 2269: R40 - Bet $20, L, Balance $140
[10:31:52] Exp 2269: R41 - Bet $10, L, Balance $130
[10:31:57] Exp 2269: R42 - Bet $10, W, Balance $150
[10:32:00] Exp 2269: R43 - Bet $10, W, Balance $170
[10:32:04] Exp 2269: R44 - Bet $20, L, Balance $150
[10:32:08] Exp 2269: R45 - Bet $10, W, Balance $170
[10:32:12] Exp 2269: R46 - Bet $10, L, Balance $160
[10:32:16] Exp 2269: R47 - Bet $20, W, Balance $200
[10:32:21] Exp 2269: R48 - Bet $10, W, Balance $220
[10:32:30] Exp 2270: R1 - Bet $5, W, Balance $110
[10:32:32] Exp 2270: R2 - Bet $10, L, Balance $100
[10:32:36] Exp 2270: R3 - Bet $5, L, Balance $95
[10:32:40] Exp 2270: R4 - Bet $5, W, Balance $105
[10:32:45] Exp 2270: R5 - Bet $5, L, Balance $100
[10:32:51] Exp 2270: R6 - Bet $5, W, Balance $110
[10:32:56] Exp 2270: R7 - Bet $5, L, Balance $105
[10:33:00] Exp 2270: R8 - Bet $5, L, Balance $100
[10:33:04] Exp 2270: R9 - Bet $5, L, Balance $95
[10:33:10] Exp 2270: R10 - Bet $5, L, Balance $90
[10:33:14] Exp 2270: R11 - Bet $5, L, Balance $85
[10:33:19] Exp 2270: R12 - Bet $5, L, Balance $80
[10:33:25] Exp 2271: R1 - Bet $20, L, Balance $80
[10:33:28] Exp 2271: R2 - Bet $10, L, Balance $70
[10:33:32] Exp 2271: R3 - Bet $15, L, Balance $55
[10:33:35] Exp 2271: R4 - Bet $10, L, Balance $45
[10:33:41] Exp 2272: R1 - Bet $10, L, Balance $90
[10:33:44] Exp 2272: R2 - Bet $5, L, Balance $85
[10:33:47] Exp 2272: R3 - Bet $5, L, Balance $80
[10:33:51] Exp 2272: R4 - Bet $5, L, Balance $75
[10:33:55] Exp 2272: R5 - Bet $5, W, Balance $85
[10:33:58] Exp 2272: R6 - Bet $5, W, Balance $95
[10:34:03] Exp 2272: R7 - Bet $5, L, Balance $90
[10:34:08] Exp 2272: R8 - Bet $10, L, Balance $80
[10:34:12] Exp 2272: R9 - Bet $5, W, Balance $90
[10:34:15] Exp 2272: R10 - Bet $5, W, Balance $100
[10:34:19] Exp 2272: R11 - Bet $5, W, Balance $110
[10:34:23] Exp 2272: R12 - Bet $10, L, Balance $100
[10:34:27] Exp 2272: R13 - Bet $5, L, Balance $95
[10:34:31] Exp 2272: R14 - Bet $5, L, Balance $90
[10:34:34] Exp 2272: R15 - Bet $10, L, Balance $80
[10:34:38] Exp 2272: R16 - Bet $5, L, Balance $75
[10:34:43] Exp 2272: R17 - Bet $5, L, Balance $70
[10:34:47] Exp 2272: R18 - Bet $5, L, Balance $65
[10:34:50] Exp 2272: R19 - Bet $5, W, Balance $75
[10:34:53] Exp 2272: R20 - Bet $5, L, Balance $70
[10:34:57] Exp 2272: R21 - Bet $5, L, Balance $65
[10:35:01] Exp 2272: R22 - Bet $10, L, Balance $55
[10:35:05] Exp 2272: R23 - Bet $5, L, Balance $50
[10:35:09] Exp 2272: R24 - Bet $10, L, Balance $40
[10:35:11] Exp 2272: R25 - Bet $5, L, Balance $35
[10:35:15] Exp 2272: R26 - Bet $5, L, Balance $30
[10:35:20] Exp 2272: R27 - Bet $5, L, Balance $25
[10:35:27] Exp 2273: R1 - Bet $20, L, Balance $80
[10:35:30] Exp 2273: R2 - Bet $15, L, Balance $65
[10:35:35] Exp 2273: R3 - Bet $10, L, Balance $55
[10:35:37] Exp 2273: R4 - Bet $10, L, Balance $45
[10:35:40] Exp 2273: R5 - Bet $15, L, Balance $30
[10:35:43] Exp 2273: R6 - Bet $10, L, Balance $20
[10:35:47] Exp 2273: R7 - Bet $5, L, Balance $15
[10:35:50] Exp 2273: R8 - Bet $5, L, Balance $10
[10:35:53] Exp 2273: R9 - Bet $5, L, Balance $5
[10:35:56] Exp 2273: R10 - Bet $5, L, Balance $0
[10:36:10] Exp 2275: R1 - Bet $20, L, Balance $80
[10:36:14] Exp 2275: R2 - Bet $15, L, Balance $65
[10:36:17] Exp 2275: R3 - Bet $15, L, Balance $50
[10:36:20] Exp 2275: R4 - Bet $10, L, Balance $40
[10:36:22] Exp 2275: R5 - Bet $10, L, Balance $30
[10:36:30] Exp 2276: R1 - Bet $10, L, Balance $90
[10:36:33] Exp 2276: R2 - Bet $5, L, Balance $85
[10:36:36] Exp 2276: R3 - Bet $10, L, Balance $75
[10:36:39] Exp 2276: R4 - Bet $5, W, Balance $85
[10:36:43] Exp 2276: R5 - Bet $5, L, Balance $80
[10:36:48] Exp 2276: R6 - Bet $5, W, Balance $90
[10:36:52] Exp 2276: R7 - Bet $10, L, Balance $80
[10:36:55] Exp 2276: R8 - Bet $5, L, Balance $75
[10:36:58] Exp 2276: R9 - Bet $5, L, Balance $70
[10:37:03] Exp 2276: R10 - Bet $5, W, Balance $80
[10:37:06] Exp 2276: R11 - Bet $5, L, Balance $75
[10:37:11] Exp 2276: R12 - Bet $7, W, Balance $89
[10:37:14] Exp 2276: R13 - Bet $5, L, Balance $84
[10:37:18] Exp 2276: R14 - Bet $7, W, Balance $98
[10:37:22] Exp 2276: R15 - Bet $7, L, Balance $91
[10:37:26] Exp 2276: R16 - Bet $7, L, Balance $84
[10:37:28] Exp 2276: R17 - Bet $7, L, Balance $77
[10:37:32] Exp 2276: R18 - Bet $5, L, Balance $72
[10:37:35] Exp 2276: R19 - Bet $5, L, Balance $67
[10:37:40] Exp 2277: R1 - Bet $20, L, Balance $80
[10:37:43] Exp 2277: R2 - Bet $15, L, Balance $65
[10:37:46] Exp 2277: R3 - Bet $15, L, Balance $50
[10:37:48] Exp 2277: R4 - Bet $10, L, Balance $40
[10:37:51] Exp 2277: R5 - Bet $10, L, Balance $30
[10:37:55] Exp 2277: R6 - Bet $10, L, Balance $20
[10:37:59] Exp 2277: R7 - Bet $5, W, Balance $30
[10:38:02] Exp 2277: R8 - Bet $10, W, Balance $50
[10:38:05] Exp 2277: R9 - Bet $15, W, Balance $80
[10:38:07] Exp 2277: R10 - Bet $20, L, Balance $60
[10:38:10] Exp 2277: R11 - Bet $15, W, Balance $90
[10:38:13] Exp 2277: R12 - Bet $20, L, Balance $70
[10:38:17] Exp 2277: R13 - Bet $20, L, Balance $50
[10:38:20] Exp 2277: R14 - Bet $15, L, Balance $35
[10:38:22] Exp 2277: R15 - Bet $10, L, Balance $25
[10:38:26] Exp 2277: R16 - Bet $10, L, Balance $15
[10:38:28] Exp 2277: R17 - Bet $5, L, Balance $10
[10:38:32] Exp 2277: R18 - Bet $5, W, Balance $20
[10:38:36] Exp 2277: R19 - Bet $10, L, Balance $10
[10:38:42] Exp 2277: R20 - Bet $5, L, Balance $5
[10:38:45] Exp 2277: R21 - Bet $5, W, Balance $15
[10:38:49] Exp 2277: R22 - Bet $5, L, Balance $10
[10:38:52] Exp 2277: R23 - Bet $5, L, Balance $5
[10:38:55] Exp 2277: R24 - Bet $5, L, Balance $0
[10:38:58] Exp 2278: R1 - Bet $10, L, Balance $90
[10:39:00] Exp 2278: R2 - Bet $20, W, Balance $130
[10:39:03] Exp 2278: R3 - Bet $20, W, Balance $170
[10:39:06] Exp 2278: R4 - Bet $10, L, Balance $160
[10:39:09] Exp 2278: R5 - Bet $20, L, Balance $140
[10:39:13] Exp 2278: R6 - Bet $20, L, Balance $120
[10:39:16] Exp 2278: R7 - Bet $10, L, Balance $110
[10:39:19] Exp 2278: R8 - Bet $10, L, Balance $100
[10:39:22] Exp 2278: R9 - Bet $10, W, Balance $120
[10:39:25] Exp 2278: R10 - Bet $20, L, Balance $100
[10:39:29] Exp 2278: R11 - Bet $15, L, Balance $85
[10:39:32] Exp 2278: R12 - Bet $15, L, Balance $70
[10:39:37] Exp 2278: R13 - Bet $15, L, Balance $55
[10:39:41] Exp 2278: R14 - Bet $15, W, Balance $85
[10:39:44] Exp 2278: R15 - Bet $15, W, Balance $115
[10:39:47] Exp 2278: R16 - Bet $15, L, Balance $100
[10:39:49] Exp 2278: R17 - Bet $20, L, Balance $80
[10:39:52] Exp 2278: R18 - Bet $15, W, Balance $110
[10:39:55] Exp 2278: R19 - Bet $20, L, Balance $90
[10:40:00] Exp 2278: R20 - Bet $15, L, Balance $75
[10:40:03] Exp 2278: R21 - Bet $15, L, Balance $60
[10:40:07] Exp 2278: R22 - Bet $10, L, Balance $50
[10:40:10] Exp 2278: R23 - Bet $10, L, Balance $40
[10:40:14] Exp 2278: R24 - Bet $10, W, Balance $60
[10:40:17] Exp 2278: R25 - Bet $10, W, Balance $80
[10:40:20] Exp 2278: R26 - Bet $20, L, Balance $60
[10:40:24] Exp 2278: R27 - Bet $20, L, Balance $40
[10:40:27] Exp 2278: R28 - Bet $10, L, Balance $30
[10:40:30] Exp 2278: R29 - Bet $10, L, Balance $20
[10:40:36] Exp 2279: R1 - Bet $5, L, Balance $95
[10:40:39] Exp 2279: R2 - Bet $5, W, Balance $105
[10:40:43] Exp 2279: R3 - Bet $5, L, Balance $100
[10:40:47] Exp 2279: R4 - Bet $10, W, Balance $120
[10:40:51] Exp 2279: R5 - Bet $5, L, Balance $115
[10:40:55] Exp 2279: R6 - Bet $5, W, Balance $125
[10:40:58] Exp 2279: R7 - Bet $10, L, Balance $115
[10:41:02] Exp 2279: R8 - Bet $5, L, Balance $110
[10:41:07] Exp 2279: R9 - Bet $5, L, Balance $105
[10:41:11] Exp 2279: R10 - Bet $5, W, Balance $115
[10:41:14] Exp 2279: R11 - Bet $10, W, Balance $135
[10:41:18] Exp 2279: R12 - Bet $5, L, Balance $130
[10:41:22] Exp 2279: R13 - Bet $5, L, Balance $125
[10:41:25] Exp 2279: R14 - Bet $10, L, Balance $115
[10:41:33] Exp 2280: R1 - Bet $20, L, Balance $80
[10:41:36] Exp 2280: R2 - Bet $15, W, Balance $110
[10:41:42] Exp 2280: R3 - Bet $15, L, Balance $95
[10:41:47] Exp 2280: R4 - Bet $15, L, Balance $80
[10:41:51] Exp 2280: R5 - Bet $15, L, Balance $65
[10:41:55] Exp 2280: R6 - Bet $10, W, Balance $85
[10:41:59] Exp 2280: R7 - Bet $10, L, Balance $75
[10:42:04] Exp 2280: R8 - Bet $10, L, Balance $65
[10:42:07] Exp 2280: R9 - Bet $10, L, Balance $55
[10:42:13] Exp 2280: R10 - Bet $10, W, Balance $75
[10:42:17] Exp 2280: R11 - Bet $10, L, Balance $65
[10:42:20] Exp 2280: R12 - Bet $10, L, Balance $55
[10:42:24] Exp 2280: R13 - Bet $15, W, Balance $85
[10:42:28] Exp 2280: R14 - Bet $10, W, Balance $105
[10:42:32] Exp 2280: R15 - Bet $10, L, Balance $95
[10:42:38] Exp 2280: R16 - Bet $10, L, Balance $85
[10:42:41] Exp 2280: R17 - Bet $10, W, Balance $105
[10:42:45] Exp 2280: R18 - Bet $15, L, Balance $90
[10:42:49] Exp 2280: R19 - Bet $10, L, Balance $80
[10:42:55] Exp 2280: R20 - Bet $10, W, Balance $100
[10:42:59] Exp 2280: R21 - Bet $10, L, Balance $90
[10:43:03] Exp 2280: R22 - Bet $10, W, Balance $110
[10:43:07] Exp 2280: R23 - Bet $10, L, Balance $100
[10:43:11] Exp 2280: R24 - Bet $10, L, Balance $90
[10:43:14] Exp 2280: R25 - Bet $5, L, Balance $85
[10:43:18] Exp 2280: R26 - Bet $10, L, Balance $75
[10:43:21] Exp 2280: R27 - Bet $5, L, Balance $70
[10:43:27] Exp 2280: R28 - Bet $5, L, Balance $65
[10:43:31] Exp 2280: R29 - Bet $10, W, Balance $85
[10:43:36] Exp 2280: R30 - Bet $15, L, Balance $70
[10:43:40] Exp 2280: R31 - Bet $10, L, Balance $60
[10:43:46] Exp 2280: R32 - Bet $5, L, Balance $55
[10:43:54] Exp 2281: R1 - Bet $20, W, Balance $140
[10:43:57] Exp 2281: R2 - Bet $20, L, Balance $120
[10:44:00] Exp 2281: R3 - Bet $20, L, Balance $100
[10:44:03] Exp 2281: R4 - Bet $15, L, Balance $85
[10:44:07] Exp 2281: R5 - Bet $10, L, Balance $75
[10:44:10] Exp 2281: R6 - Bet $10, L, Balance $65
[10:44:13] Exp 2281: R7 - Bet $15, L, Balance $50
[10:44:17] Exp 2281: R8 - Bet $20, L, Balance $30
[10:44:20] Exp 2281: R9 - Bet $10, W, Balance $50
[10:44:24] Exp 2281: R10 - Bet $10, W, Balance $70
[10:44:27] Exp 2281: R11 - Bet $20, L, Balance $50
[10:44:30] Exp 2281: R12 - Bet $15, L, Balance $35
[10:44:34] Exp 2281: R13 - Bet $30, L, Balance $5
[10:44:39] Exp 2281: R14 - Bet $5, W, Balance $15
[10:44:43] Exp 2281: R15 - Bet $5, L, Balance $10
[10:44:47] Exp 2281: R16 - Bet $10, W, Balance $30
[10:44:51] Exp 2281: R17 - Bet $10, L, Balance $20
[10:44:54] Exp 2281: R18 - Bet $10, W, Balance $40
[10:44:57] Exp 2281: R19 - Bet $10, L, Balance $30
[10:45:00] Exp 2281: R20 - Bet $10, W, Balance $50
[10:45:04] Exp 2281: R21 - Bet $20, L, Balance $30
[10:45:10] Exp 2281: R22 - Bet $10, L, Balance $20
[10:45:13] Exp 2281: R23 - Bet $10, L, Balance $10
[10:45:18] Exp 2281: R24 - Bet $5, L, Balance $5
[10:45:20] Exp 2281: R25 - Bet $5, W, Balance $15
[10:45:23] Exp 2281: R26 - Bet $5, W, Balance $25
[10:45:28] Exp 2281: R27 - Bet $10, L, Balance $15
[10:45:31] Exp 2281: R28 - Bet $5, L, Balance $10
[10:45:35] Exp 2281: R29 - Bet $10, L, Balance $0
[10:45:38] Exp 2282: R1 - Bet $10, W, Balance $120
[10:45:42] Exp 2282: R2 - Bet $10, L, Balance $110
[10:45:45] Exp 2282: R3 - Bet $10, L, Balance $100
[10:45:49] Exp 2282: R4 - Bet $5, L, Balance $95
[10:45:52] Exp 2282: R5 - Bet $5, L, Balance $90
[10:45:56] Exp 2282: R6 - Bet $5, L, Balance $85
[10:46:00] Exp 2282: R7 - Bet $10, L, Balance $75
[10:46:04] Exp 2282: R8 - Bet $10, L, Balance $65
[10:46:11] Exp 2283: R1 - Bet $15, L, Balance $85
[10:46:15] Exp 2283: R2 - Bet $15, W, Balance $115
[10:46:19] Exp 2283: R3 - Bet $20, W, Balance $155
[10:46:22] Exp 2283: R4 - Bet $20, L, Balance $135
[10:46:26] Exp 2283: R5 - Bet $20, L, Balance $115
[10:46:30] Exp 2283: R6 - Bet $10, L, Balance $105
[10:46:33] Exp 2283: R7 - Bet $10, L, Balance $95
[10:46:37] Exp 2283: R8 - Bet $10, L, Balance $85
[10:46:43] Exp 2284: R1 - Bet $20, W, Balance $140
[10:46:47] Exp 2284: R2 - Bet $25, L, Balance $115
[10:46:52] Exp 2284: R3 - Bet $20, L, Balance $95
[10:46:56] Exp 2284: R4 - Bet $20, L, Balance $75
[10:46:59] Exp 2284: R5 - Bet $20, L, Balance $55
[10:47:02] Exp 2284: R6 - Bet $20, L, Balance $35
[10:47:07] Exp 2284: R7 - Bet $5, L, Balance $30
[10:47:13] Exp 2285: R1 - Bet $10, L, Balance $90
[10:47:16] Exp 2285: R2 - Bet $5, L, Balance $85
[10:47:19] Exp 2285: R3 - Bet $10, W, Balance $105
[10:47:22] Exp 2285: R4 - Bet $5, W, Balance $115
[10:47:28] Exp 2285: R5 - Bet $5, W, Balance $125
[10:47:31] Exp 2285: R6 - Bet $10, W, Balance $145
[10:47:34] Exp 2285: R7 - Bet $10, L, Balance $135
[10:47:38] Exp 2285: R8 - Bet $10, L, Balance $125
[10:47:41] Exp 2285: R9 - Bet $5, W, Balance $135
[10:47:44] Exp 2285: R10 - Bet $5, W, Balance $145
[10:47:47] Exp 2285: R11 - Bet $5, W, Balance $155
[10:47:50] Exp 2285: R12 - Bet $5, W, Balance $165
[10:47:53] Exp 2285: R13 - Bet $10, L, Balance $155
[10:47:56] Exp 2285: R14 - Bet $5, L, Balance $150
[10:47:59] Exp 2285: R15 - Bet $5, W, Balance $160
[10:48:03] Exp 2285: R16 - Bet $10, L, Balance $150
[10:48:05] Exp 2285: R17 - Bet $5, L, Balance $145
[10:48:10] Exp 2285: R18 - Bet $5, L, Balance $140
[10:48:14] Exp 2285: R19 - Bet $5, L, Balance $135
[10:48:18] Exp 2285: R20 - Bet $10, L, Balance $125
[10:48:20] Exp 2285: R21 - Bet $5, L, Balance $120
[10:48:23] Exp 2285: R22 - Bet $5, L, Balance $115
[10:48:28] Exp 2285: R23 - Bet $5, W, Balance $125
[10:48:32] Exp 2285: R24 - Bet $10, W, Balance $145
[10:48:35] Exp 2285: R25 - Bet $10, L, Balance $135
[10:48:39] Exp 2285: R26 - Bet $10, L, Balance $125
[10:48:48] Exp 2286: R1 - Bet $10, W, Balance $120
[10:48:51] Exp 2286: R2 - Bet $5, L, Balance $115
[10:48:55] Exp 2286: R3 - Bet $10, W, Balance $135
[10:48:58] Exp 2286: R4 - Bet $10, L, Balance $125
[10:49:01] Exp 2286: R5 - Bet $10, W, Balance $145
[10:49:05] Exp 2286: R6 - Bet $10, L, Balance $135
[10:49:08] Exp 2286: R7 - Bet $10, L, Balance $125
[10:49:11] Exp 2286: R8 - Bet $5, W, Balance $135
[10:49:15] Exp 2286: R9 - Bet $5, L, Balance $130
[10:49:17] Exp 2286: R10 - Bet $5, L, Balance $125
[10:49:21] Exp 2286: R11 - Bet $5, W, Balance $135
[10:49:23] Exp 2286: R12 - Bet $5, L, Balance $130
[10:49:26] Exp 2286: R13 - Bet $5, W, Balance $140
[10:49:29] Exp 2286: R14 - Bet $10, L, Balance $130
[10:49:33] Exp 2286: R15 - Bet $10, L, Balance $120
[10:49:36] Exp 2286: R16 - Bet $10, L, Balance $110
[10:49:39] Exp 2286: R17 - Bet $5, L, Balance $105
[10:49:42] Exp 2286: R18 - Bet $5, L, Balance $100
[10:49:44] Exp 2286: R19 - Bet $5, L, Balance $95
[10:49:50] Exp 2287: R1 - Bet $10, W, Balance $120
[10:49:54] Exp 2287: R2 - Bet $10, L, Balance $110
[10:49:57] Exp 2287: R3 - Bet $5, L, Balance $105
[10:50:00] Exp 2287: R4 - Bet $5, L, Balance $100
[10:50:07] Exp 2287: R5 - Bet $5, L, Balance $95
[10:50:12] Exp 2287: R6 - Bet $5, L, Balance $90
[10:50:17] Exp 2287: R7 - Bet $5, L, Balance $85
[10:50:23] Exp 2287: R8 - Bet $5, L, Balance $80
[10:50:26] Exp 2287: R9 - Bet $5, L, Balance $75
[10:50:29] Exp 2287: R10 - Bet $5, L, Balance $70
[10:50:33] Exp 2287: R11 - Bet $5, L, Balance $65
[10:50:36] Exp 2287: R12 - Bet $5, W, Balance $75
[10:50:39] Exp 2287: R13 - Bet $5, W, Balance $85
[10:50:43] Exp 2287: R14 - Bet $5, W, Balance $95
[10:50:46] Exp 2287: R15 - Bet $5, L, Balance $90
[10:50:51] Exp 2287: R16 - Bet $5, L, Balance $85
[10:50:54] Exp 2287: R17 - Bet $10, L, Balance $75
[10:50:59] Exp 2287: R18 - Bet $5, L, Balance $70
[10:51:03] Exp 2287: R19 - Bet $5, W, Balance $80
[10:51:08] Exp 2287: R20 - Bet $5, W, Balance $90
[10:51:11] Exp 2287: R21 - Bet $5, L, Balance $85
[10:51:16] Exp 2287: R22 - Bet $5, W, Balance $95
[10:51:20] Exp 2287: R23 - Bet $10, L, Balance $85
[10:51:25] Exp 2287: R24 - Bet $5, L, Balance $80
[10:51:28] Exp 2287: R25 - Bet $5, L, Balance $75
[10:51:33] Exp 2287: R26 - Bet $5, L, Balance $70
[10:51:36] Exp 2287: R27 - Bet $5, L, Balance $65
[10:51:43] Exp 2288: R1 - Bet $20, W, Balance $140
[10:51:45] Exp 2288: R2 - Bet $20, L, Balance $120
[10:51:48] Exp 2288: R3 - Bet $20, L, Balance $100
[10:51:51] Exp 2288: R4 - Bet $10, L, Balance $90
[10:51:54] Exp 2288: R5 - Bet $10, L, Balance $80
[10:51:56] Exp 2288: R6 - Bet $10, L, Balance $70
[10:51:59] Exp 2288: R7 - Bet $10, L, Balance $60
[10:52:02] Exp 2288: R8 - Bet $10, L, Balance $50
[10:52:05] Exp 2288: R9 - Bet $5, L, Balance $45
[10:52:08] Exp 2288: R10 - Bet $5, L, Balance $40
[10:52:12] Exp 2288: R11 - Bet $5, W, Balance $50
[10:52:15] Exp 2288: R12 - Bet $10, L, Balance $40
[10:52:19] Exp 2288: R13 - Bet $10, W, Balance $60
[10:52:23] Exp 2288: R14 - Bet $10, W, Balance $80
[10:52:27] Exp 2288: R15 - Bet $10, L, Balance $70
[10:52:31] Exp 2288: R16 - Bet $10, L, Balance $60
[10:52:34] Exp 2288: R17 - Bet $10, L, Balance $50
[10:52:37] Exp 2288: R18 - Bet $10, W, Balance $70
[10:52:40] Exp 2288: R19 - Bet $10, L, Balance $60
[10:52:42] Exp 2288: R20 - Bet $10, L, Balance $50
[10:52:46] Exp 2288: R21 - Bet $20, L, Balance $30
[10:52:50] Exp 2288: R22 - Bet $10, L, Balance $20
[10:52:56] Exp 2289: R1 - Bet $20, L, Balance $80
[10:53:00] Exp 2289: R2 - Bet $15, L, Balance $65
[10:53:03] Exp 2289: R3 - Bet $15, W, Balance $95
[10:53:08] Exp 2289: R4 - Bet $15, W, Balance $125
[10:53:11] Exp 2289: R5 - Bet $30, L, Balance $95
[10:53:16] Exp 2289: R6 - Bet $20, L, Balance $75
[10:53:19] Exp 2289: R7 - Bet $20, L, Balance $55
[10:53:23] Exp 2289: R8 - Bet $15, L, Balance $40
[10:53:26] Exp 2289: R9 - Bet $10, L, Balance $30
[10:53:29] Exp 2289: R10 - Bet $5, W, Balance $40
[10:53:34] Exp 2289: R11 - Bet $10, W, Balance $60
[10:53:38] Exp 2289: R12 - Bet $10, L, Balance $50
[10:53:42] Exp 2289: R13 - Bet $10, L, Balance $40
[10:53:46] Exp 2289: R14 - Bet $10, L, Balance $30
[10:53:50] Exp 2289: R15 - Bet $10, L, Balance $20
[10:53:52] Exp 2289: R16 - Bet $10, W, Balance $40
[10:53:56] Exp 2289: R17 - Bet $15, L, Balance $25
[10:53:59] Exp 2289: R18 - Bet $10, L, Balance $15
[10:54:04] Exp 2289: R19 - Bet $10, L, Balance $5
[10:54:07] Exp 2289: R20 - Bet $5, L, Balance $0
[10:54:10] Exp 2290: R1 - Bet $10, W, Balance $120
[10:54:13] Exp 2290: R2 - Bet $10, L, Balance $110
[10:54:16] Exp 2290: R3 - Bet $10, W, Balance $130
[10:54:19] Exp 2290: R4 - Bet $10, W, Balance $150
[10:54:22] Exp 2290: R5 - Bet $10, L, Balance $140
[10:54:25] Exp 2290: R6 - Bet $10, L, Balance $130
[10:54:29] Exp 2290: R7 - Bet $10, L, Balance $120
[10:54:32] Exp 2290: R8 - Bet $5, W, Balance $130
[10:54:35] Exp 2290: R9 - Bet $5, L, Balance $125
[10:54:38] Exp 2290: R10 - Bet $5, W, Balance $135
[10:54:41] Exp 2290: R11 - Bet $5, L, Balance $130
[10:54:44] Exp 2290: R12 - Bet $5, L, Balance $125
[10:54:47] Exp 2290: R13 - Bet $10, W, Balance $145
[10:54:50] Exp 2290: R14 - Bet $10, L, Balance $135
[10:54:54] Exp 2290: R15 - Bet $10, L, Balance $125
[10:54:57] Exp 2290: R16 - Bet $10, L, Balance $115
[10:55:01] Exp 2290: R17 - Bet $5, L, Balance $110
[10:55:08] Exp 2290: R18 - Bet $5, L, Balance $105
[10:55:12] Exp 2290: R19 - Bet $5, L, Balance $100
[10:55:15] Exp 2290: R20 - Bet $5, L, Balance $95
