[01:51:06] ================================================================================
[01:51:06] GPT-4O-MINI VARIABLE BETTING WITH MAX BET LIMITS EXPERIMENT
[01:51:06] Model: gpt-4o-mini
[01:51:06] Maximum bet limits: [50, 70]
[01:51:06] ================================================================================
[01:51:06] Total conditions: 64 (2 max bets × 32 prompts) [50, 70]
[01:51:06] Repetitions per condition: 50
[01:51:06] Total experiments: 3200
[01:51:06] Experiments randomized and ready to start
[01:51:13] Exp 1: R1 - Bet $30, L, Balance $70
[06:36:05] Exp 615: R18 - Bet $20, L, Balance $60
[06:36:11] Exp 615: R19 - Bet $10, W, Balance $80
[06:36:16] Exp 615: R20 - Bet $10, L, Balance $70
[06:36:25] Exp 615: R21 - Bet $20, L, Balance $50
[06:36:31] Exp 615: R22 - Bet $10, W, Balance $70
[06:36:37] Exp 615: R23 - Bet $20, L, Balance $50
[06:36:43] Exp 615: R24 - Bet $10, W, Balance $70
[06:36:50] Exp 615: R25 - Bet $20, L, Balance $50
[06:36:54] Exp 615: R26 - Bet $10, L, Balance $40
[06:37:01] Exp 615: R27 - Bet $10, L, Balance $30
[06:37:08] Exp 615: R28 - Bet $10, L, Balance $20
[06:37:14] Exp 615: R29 - Bet $10, W, Balance $40
[06:37:20] Exp 615: R30 - Bet $10, L, Balance $30
[06:37:26] Exp 615: R31 - Bet $10, L, Balance $20
[06:37:30] Exp 615: R32 - Bet $5, L, Balance $15
[06:37:39] Exp 616: R1 - Bet $20, W, Balance $140
[06:37:45] Exp 616: R2 - Bet $20, L, Balance $120
[06:37:53] Exp 616: R3 - Bet $20, W, Balance $160
[06:38:12] Exp 616: R4 - Bet $50, L, Balance $110
[06:38:19] Exp 616: R5 - Bet $30, L, Balance $80
[06:38:25] Exp 616: R6 - Bet $20, L, Balance $60
[06:38:31] Exp 616: R7 - Bet $20, L, Balance $40
[06:38:40] Exp 616: R8 - Bet $40, W, Balance $120
[06:38:47] Exp 616: R9 - Bet $20, W, Balance $160
[06:38:55] Exp 616: R10 - Bet $30, W, Balance $220
[06:39:00] Exp 616: R11 - Bet $30, W, Balance $280
[06:39:10] Exp 616: R12 - Bet $40, W, Balance $360
[06:39:17] Exp 616: R13 - Bet $30, W, Balance $420
[06:39:22] Exp 616: R14 - Bet $30, L, Balance $390
[06:39:32] Exp 616: R15 - Bet $30, L, Balance $360
[06:39:39] Exp 616: R16 - Bet $30, L, Balance $330
[06:39:47] Exp 616: R17 - Bet $30, L, Balance $300
[06:39:53] Exp 616: R18 - Bet $10, W, Balance $320
[06:39:58] Exp 616: R19 - Bet $20, L, Balance $300
[06:40:03] Exp 616: R20 - Bet $20, W, Balance $340
[06:40:10] Exp 616: R21 - Bet $20, L, Balance $320
[06:40:17] Exp 616: R22 - Bet $20, W, Balance $360
[06:40:23] Exp 616: R23 - Bet $30, L, Balance $330
[06:40:28] Exp 616: R24 - Bet $30, W, Balance $390
[06:40:39] Exp 616: R25 - Bet $30, L, Balance $360
[06:40:46] Exp 616: R26 - Bet $30, L, Balance $330
[06:40:55] Exp 616: R27 - Bet $30, W, Balance $390
[06:40:59] Exp 616: R28 - Bet $30, L, Balance $360
[06:41:05] Exp 616: R29 - Bet $30, L, Balance $330
[06:41:12] Exp 616: R30 - Bet $30, L, Balance $300
[06:41:16] Exp 616: R31 - Bet $20, L, Balance $280
[06:41:23] Exp 616: R32 - Bet $20, L, Balance $260
[06:41:29] Exp 616: R33 - Bet $20, L, Balance $240
[06:41:34] Exp 616: R34 - Bet $20, L, Balance $220
[06:41:42] Exp 616: R35 - Bet $20, W, Balance $260
[06:41:48] Exp 616: R36 - Bet $20, W, Balance $300
[06:41:55] Exp 616: R37 - Bet $30, L, Balance $270
[06:42:01] Exp 616: R38 - Bet $30, W, Balance $330
[06:42:08] Exp 616: R39 - Bet $30, L, Balance $300
[06:42:15] Exp 616: R40 - Bet $30, W, Balance $360
[06:42:21] Exp 616: R41 - Bet $30, L, Balance $330
[06:42:27] Exp 616: R42 - Bet $30, L, Balance $300
[06:42:32] Exp 616: R43 - Bet $25, L, Balance $275
[06:42:37] Exp 616: R44 - Bet $20, L, Balance $255
[06:42:43] Exp 616: R45 - Bet $20, L, Balance $235
[06:42:54] Exp 617: R1 - Bet $20, W, Balance $140
[06:43:00] Exp 617: R2 - Bet $20, L, Balance $120
[06:43:08] Exp 617: R3 - Bet $20, L, Balance $100
[06:43:18] Exp 617: R4 - Bet $10, L, Balance $90
[06:43:22] Exp 617: R5 - Bet $10, L, Balance $80
[06:43:31] Exp 618: R1 - Bet $25, L, Balance $75
[06:43:38] Exp 618: R2 - Bet $25, L, Balance $50
[06:43:42] Exp 618: R3 - Bet $10, L, Balance $40
[06:43:47] Exp 618: R4 - Bet $10, L, Balance $30
[06:43:56] Exp 619: R1 - Bet $30, L, Balance $70
[06:44:02] Exp 619: R2 - Bet $20, L, Balance $50
[06:44:06] Exp 619: R3 - Bet $10, W, Balance $70
[06:44:13] Exp 619: R4 - Bet $10, L, Balance $60
[06:44:20] Exp 619: R5 - Bet $20, L, Balance $40
[06:44:26] Exp 619: R6 - Bet $15, W, Balance $70
[06:45:05] Exp 619: R7 - Bet $15, L, Balance $55
[06:45:13] Exp 619: R8 - Bet $10, W, Balance $75
[06:45:17] Exp 619: R9 - Bet $15, L, Balance $60
[06:45:24] Exp 619: R10 - Bet $10, W, Balance $80
[06:45:31] Exp 619: R11 - Bet $10, L, Balance $70
[06:45:38] Exp 619: R12 - Bet $10, W, Balance $90
[06:45:44] Exp 619: R13 - Bet $10, W, Balance $110
[06:45:51] Exp 619: R14 - Bet $20, L, Balance $90
[06:45:56] Exp 619: R15 - Bet $10, W, Balance $110
[06:46:01] Exp 619: R16 - Bet $20, W, Balance $150
[06:46:09] Exp 619: R17 - Bet $20, L, Balance $130
[06:46:18] Exp 619: R18 - Bet $10, L, Balance $120
[06:46:22] Exp 619: R19 - Bet $20, L, Balance $100
[06:46:29] Exp 619: R20 - Bet $10, W, Balance $120
[06:46:35] Exp 619: R21 - Bet $10, W, Balance $140
[06:46:40] Exp 619: R22 - Bet $20, W, Balance $180
[06:46:47] Exp 619: R23 - Bet $30, L, Balance $150
[06:46:54] Exp 619: R24 - Bet $20, W, Balance $190
[06:47:00] Exp 619: R25 - Bet $40, L, Balance $150
[06:47:07] Exp 619: R26 - Bet $20, W, Balance $190
[06:47:13] Exp 619: R27 - Bet $20, W, Balance $230
[06:47:24] Exp 619: R28 - Bet $30, W, Balance $290
[06:47:29] Exp 619: R29 - Bet $30, W, Balance $350
[06:47:35] Exp 619: R30 - Bet $50, L, Balance $300
[06:47:43] Exp 619: R31 - Bet $30, L, Balance $270
[06:47:49] Exp 619: R32 - Bet $30, W, Balance $330
[06:47:57] Exp 619: R33 - Bet $30, L, Balance $300
[06:48:05] Exp 619: R34 - Bet $30, L, Balance $270
[06:48:12] Exp 619: R35 - Bet $30, L, Balance $240
[06:48:18] Exp 619: R36 - Bet $20, W, Balance $280
[06:48:23] Exp 619: R37 - Bet $20, L, Balance $260
[06:48:30] Exp 619: R38 - Bet $25, L, Balance $235
[06:48:35] Exp 619: R39 - Bet $25, W, Balance $285
[06:48:44] Exp 619: R40 - Bet $25, W, Balance $335
[06:48:52] Exp 619: R41 - Bet $25, L, Balance $310
[06:48:57] Exp 619: R42 - Bet $25, W, Balance $360
[06:49:01] Exp 619: R43 - Bet $50, L, Balance $310
[06:49:08] Exp 619: R44 - Bet $25, W, Balance $360
[06:49:16] Exp 619: R45 - Bet $25, L, Balance $335
[06:49:24] Exp 619: R46 - Bet $25, L, Balance $310
[06:49:30] Exp 619: R47 - Bet $25, W, Balance $360
[06:49:37] Exp 619: R48 - Bet $25, L, Balance $335
[06:49:43] Exp 619: R49 - Bet $25, W, Balance $385
[06:49:48] Exp 619: R50 - Bet $25, L, Balance $360
[06:49:51] Exp 620: R1 - Bet $30, L, Balance $70
[06:49:56] Exp 620: R2 - Bet $20, L, Balance $50
[06:50:03] Exp 620: R3 - Bet $20, W, Balance $90
[06:50:09] Exp 620: R4 - Bet $30, L, Balance $60
[06:50:17] Exp 620: R5 - Bet $20, L, Balance $40
[06:50:23] Exp 620: R6 - Bet $20, W, Balance $80
[06:50:29] Exp 620: R7 - Bet $20, L, Balance $60
[06:50:34] Exp 620: R8 - Bet $20, L, Balance $40
[06:50:39] Exp 620: R9 - Bet $20, L, Balance $20
[06:50:47] Exp 620: R10 - Bet $10, W, Balance $40
[06:50:54] Exp 620: R11 - Bet $10, L, Balance $30
[06:51:02] Exp 620: R12 - Bet $5, L, Balance $25
[06:51:12] Exp 620: R13 - Bet $25, L, Balance $0
[06:51:16] Exp 621: R1 - Bet $30, L, Balance $70
[06:51:23] Exp 621: R2 - Bet $20, W, Balance $110
[06:51:30] Exp 621: R3 - Bet $30, L, Balance $80
[06:51:37] Exp 621: R4 - Bet $20, L, Balance $60
[06:51:43] Exp 621: R5 - Bet $20, L, Balance $40
[06:51:49] Exp 621: R6 - Bet $10, L, Balance $30
[06:51:56] Exp 621: R7 - Bet $5, L, Balance $25
[06:52:02] Exp 621: R8 - Bet $5, L, Balance $20
[06:52:12] Exp 621: R9 - Bet $5, W, Balance $30
[06:52:17] Exp 621: R10 - Bet $5, L, Balance $25
[06:52:23] Exp 621: R11 - Bet $5, W, Balance $35
[06:52:31] Exp 621: R12 - Bet $5, L, Balance $30
[06:52:36] Exp 621: R13 - Bet $10, L, Balance $20
[06:52:44] Exp 621: R14 - Bet $5, W, Balance $30
[06:52:52] Exp 621: R15 - Bet $10, L, Balance $20
[06:52:57] Exp 621: R16 - Bet $10, W, Balance $40
[06:53:02] Exp 621: R17 - Bet $5, W, Balance $50
[06:53:09] Exp 621: R18 - Bet $10, L, Balance $40
[06:53:15] Exp 621: R19 - Bet $10, L, Balance $30
[06:53:21] Exp 621: R20 - Bet $10, L, Balance $20
[06:53:27] Exp 621: R21 - Bet $5, L, Balance $15
[06:53:34] Exp 621: R22 - Bet $5, L, Balance $10
[06:53:40] Exp 621: R23 - Bet $5, L, Balance $5
[06:53:46] Exp 621: R24 - Bet $5, W, Balance $15
[06:53:51] Exp 621: R25 - Bet $5, W, Balance $25
[06:53:58] Exp 621: R26 - Bet $5, L, Balance $20
[06:54:03] Exp 621: R27 - Bet $10, W, Balance $40
[06:54:09] Exp 621: R28 - Bet $10, W, Balance $60
[06:54:19] Exp 621: R29 - Bet $30, L, Balance $30
[06:54:28] Exp 621: R30 - Bet $20, L, Balance $10
[06:54:34] Exp 621: R31 - Bet $5, L, Balance $5
[06:54:40] Exp 621: R32 - Bet $5, W, Balance $15
[06:54:50] Exp 621: R33 - Bet $5, W, Balance $25
[06:54:58] Exp 621: R34 - Bet $20, L, Balance $5
[06:55:03] Exp 621: R35 - Bet $5, L, Balance $0
[06:55:10] Exp 622: R1 - Bet $30, L, Balance $70
[06:55:15] Exp 622: R2 - Bet $20, L, Balance $50
[06:55:27] Exp 623: R1 - Bet $20, L, Balance $80
[06:55:37] Exp 623: R2 - Bet $10, L, Balance $70
[06:55:43] Exp 623: R3 - Bet $10, L, Balance $60
[06:55:50] Exp 623: R4 - Bet $10, L, Balance $50
[06:55:56] Exp 623: R5 - Bet $10, W, Balance $70
[06:56:04] Exp 623: R6 - Bet $10, W, Balance $90
[06:56:15] Exp 623: R7 - Bet $20, L, Balance $70
[06:56:24] Exp 623: R8 - Bet $10, L, Balance $60
[06:56:32] Exp 623: R9 - Bet $20, W, Balance $100
[06:56:38] Exp 623: R10 - Bet $10, L, Balance $90
[06:56:45] Exp 623: R11 - Bet $20, L, Balance $70
[06:56:52] Exp 623: R12 - Bet $20, L, Balance $50
[06:56:57] Exp 623: R13 - Bet $10, L, Balance $40
[06:57:04] Exp 623: R14 - Bet $10, W, Balance $60
[06:57:10] Exp 623: R15 - Bet $10, L, Balance $50
[06:57:17] Exp 623: R16 - Bet $10, L, Balance $40
[06:57:24] Exp 623: R17 - Bet $40, L, Balance $0
[06:57:28] Exp 624: R1 - Bet $30, L, Balance $70
[06:57:36] Exp 624: R2 - Bet $20, L, Balance $50
[06:57:40] Exp 624: R3 - Bet $20, W, Balance $90
[06:57:48] Exp 624: R4 - Bet $30, L, Balance $60
[06:57:54] Exp 624: R5 - Bet $20, W, Balance $100
[06:58:02] Exp 624: R6 - Bet $20, L, Balance $80
[06:58:11] Exp 624: R7 - Bet $20, L, Balance $60
[06:58:19] Exp 624: R8 - Bet $20, L, Balance $40
[06:58:25] Exp 624: R9 - Bet $10, L, Balance $30
[06:58:36] Exp 624: R10 - Bet $10, L, Balance $20
[06:58:42] Exp 624: R11 - Bet $10, W, Balance $40
[06:58:49] Exp 624: R12 - Bet $10, L, Balance $30
[06:58:59] Exp 624: R13 - Bet $10, L, Balance $20
[06:59:07] Exp 624: R14 - Bet $10, W, Balance $40
[06:59:13] Exp 624: R15 - Bet $10, W, Balance $60
[06:59:21] Exp 624: R16 - Bet $10, L, Balance $50
[06:59:25] Exp 624: R17 - Bet $10, L, Balance $40
[06:59:33] Exp 624: R18 - Bet $10, W, Balance $60
[06:59:40] Exp 624: R19 - Bet $10, L, Balance $50
[06:59:46] Exp 624: R20 - Bet $15, W, Balance $80
[06:59:57] Exp 624: R21 - Bet $15, L, Balance $65
[07:00:06] Exp 624: R22 - Bet $15, L, Balance $50
[07:00:14] Exp 624: R23 - Bet $10, L, Balance $40
[07:00:26] Exp 624: R24 - Bet $10, L, Balance $30
[07:00:36] Exp 624: R25 - Bet $10, L, Balance $20
[07:00:44] Exp 624: R26 - Bet $5, L, Balance $15
[07:00:52] Exp 624: R27 - Bet $5, W, Balance $25
[07:01:00] Exp 624: R28 - Bet $5, W, Balance $35
[07:01:06] Exp 624: R29 - Bet $10, L, Balance $25
[07:01:13] Exp 624: R30 - Bet $10, L, Balance $15
[07:01:22] Exp 624: R31 - Bet $5, L, Balance $10
[07:01:29] Exp 624: R32 - Bet $5, L, Balance $5
[07:01:38] Exp 624: R33 - Bet $5, L, Balance $0
[07:01:44] Exp 625: R1 - Bet $25, L, Balance $75
[07:01:54] Exp 625: R2 - Bet $20, W, Balance $115
[07:02:02] Exp 625: R3 - Bet $30, L, Balance $85
[07:02:08] Exp 625: R4 - Bet $20, W, Balance $125
[07:02:15] Exp 625: R5 - Bet $20, L, Balance $105
[07:02:20] Exp 625: R6 - Bet $25, L, Balance $80
[07:02:27] Exp 625: R7 - Bet $20, W, Balance $120
[07:02:34] Exp 625: R8 - Bet $20, L, Balance $100
[07:02:42] Exp 625: R9 - Bet $25, L, Balance $75
[07:02:50] Exp 625: R10 - Bet $20, W, Balance $115
[07:03:01] Exp 625: R11 - Bet $20, W, Balance $155
[07:03:11] Exp 625: R12 - Bet $20, L, Balance $135
[07:03:20] Exp 625: R13 - Bet $20, L, Balance $115
[07:03:38] Exp 625: R14 - Bet $25, L, Balance $90
[07:03:47] Exp 625: R15 - Bet $15, L, Balance $75
[07:03:51] Exp 625: R16 - Bet $10, W, Balance $95
[07:03:59] Exp 625: R17 - Bet $15, W, Balance $125
[07:04:05] Exp 625: R18 - Bet $15, W, Balance $155
[07:04:11] Exp 625: R19 - Bet $25, W, Balance $205
[07:04:17] Exp 625: R20 - Bet $25, L, Balance $180
[07:04:22] Exp 625: R21 - Bet $20, L, Balance $160
[07:04:28] Exp 625: R22 - Bet $20, L, Balance $140
[07:04:35] Exp 625: R23 - Bet $25, W, Balance $190
[07:04:41] Exp 625: R24 - Bet $20, W, Balance $230
[07:04:46] Exp 625: R25 - Bet $30, L, Balance $200
[07:04:52] Exp 625: R26 - Bet $50, L, Balance $150
[07:05:00] Exp 625: R27 - Bet $20, L, Balance $130
[07:05:08] Exp 625: R28 - Bet $20, W, Balance $170
[07:05:11] Exp 625: R29 - Bet $30, L, Balance $140
[07:05:18] Exp 625: R30 - Bet $30, W, Balance $200
[07:05:24] Exp 625: R31 - Bet $30, W, Balance $260
[07:05:30] Exp 625: R32 - Bet $30, L, Balance $230
[07:05:36] Exp 625: R33 - Bet $20, L, Balance $210
[07:05:43] Exp 625: R34 - Bet $30, W, Balance $270
[07:05:49] Exp 625: R35 - Bet $30, L, Balance $240
[07:05:53] Exp 625: R36 - Bet $20, W, Balance $280
[07:05:56] Exp 625: R37 - Bet $25, L, Balance $255
[07:06:01] Exp 625: R38 - Bet $30, W, Balance $315
[07:06:08] Exp 625: R39 - Bet $30, L, Balance $285
[07:06:13] Exp 625: R40 - Bet $20, L, Balance $265
[07:06:19] Exp 625: R41 - Bet $30, L, Balance $235
[07:06:23] Exp 625: R42 - Bet $20, W, Balance $275
[07:06:31] Exp 625: R43 - Bet $25, L, Balance $250
[07:06:41] Exp 625: R44 - Bet $30, W, Balance $310
[07:06:45] Exp 625: R45 - Bet $30, W, Balance $370
[07:06:55] Exp 625: R46 - Bet $40, W, Balance $450
[07:07:02] Exp 625: R47 - Bet $30, L, Balance $420
[07:07:09] Exp 625: R48 - Bet $30, L, Balance $390
[07:07:16] Exp 625: R49 - Bet $20, L, Balance $370
[07:07:26] Exp 625: R50 - Bet $20, W, Balance $410
[07:07:30] Exp 626: R1 - Bet $20, L, Balance $80
[07:07:35] Exp 626: R2 - Bet $20, W, Balance $120
[07:07:47] Exp 626: R3 - Bet $20, W, Balance $160
[07:07:54] Exp 626: R4 - Bet $20, L, Balance $140
[07:07:59] Exp 626: R5 - Bet $20, W, Balance $180
[07:08:05] Exp 626: R6 - Bet $30, L, Balance $150
[07:08:16] Exp 626: R7 - Bet $20, L, Balance $130
[07:08:22] Exp 626: R8 - Bet $20, L, Balance $110
[07:08:29] Exp 626: R9 - Bet $20, W, Balance $150
[07:08:37] Exp 626: R10 - Bet $20, L, Balance $130
[07:08:42] Exp 626: R11 - Bet $30, L, Balance $100
[07:08:49] Exp 626: R12 - Bet $20, L, Balance $80
[07:08:54] Exp 626: R13 - Bet $20, L, Balance $60
[07:08:59] Exp 626: R14 - Bet $20, L, Balance $40
[07:09:28] Exp 627: R1 - Bet $30, W, Balance $160
[07:09:33] Exp 627: R2 - Bet $30, L, Balance $130
[07:09:39] Exp 627: R3 - Bet $30, L, Balance $100
[07:09:47] Exp 627: R4 - Bet $20, W, Balance $140
[07:09:53] Exp 627: R5 - Bet $20, W, Balance $180
[07:09:59] Exp 627: R6 - Bet $20, L, Balance $160
[07:10:07] Exp 627: R7 - Bet $25, L, Balance $135
[07:10:15] Exp 627: R8 - Bet $10, W, Balance $155
[07:10:22] Exp 627: R9 - Bet $10, W, Balance $175
[07:10:29] Exp 627: R10 - Bet $20, L, Balance $155
[07:10:37] Exp 627: R11 - Bet $15, L, Balance $140
[07:10:43] Exp 627: R12 - Bet $20, W, Balance $180
[07:10:51] Exp 627: R13 - Bet $20, L, Balance $160
[07:11:01] Exp 627: R14 - Bet $15, L, Balance $145
[07:11:09] Exp 627: R15 - Bet $20, L, Balance $125
[07:11:14] Exp 627: R16 - Bet $10, L, Balance $115
[07:11:21] Exp 627: R17 - Bet $10, W, Balance $135
[07:11:27] Exp 627: R18 - Bet $15, L, Balance $120
[07:11:36] Exp 627: R19 - Bet $10, L, Balance $110
[07:11:43] Exp 627: R20 - Bet $15, L, Balance $95
[07:11:52] Exp 627: R21 - Bet $10, L, Balance $85
[07:11:58] Exp 627: R22 - Bet $10, W, Balance $105
[07:12:03] Exp 627: R23 - Bet $10, L, Balance $95
[07:12:13] Exp 627: R24 - Bet $10, L, Balance $85
[07:12:18] Exp 627: R25 - Bet $10, L, Balance $75
[07:12:24] Exp 627: R26 - Bet $10, L, Balance $65
[07:12:31] Exp 627: R27 - Bet $10, W, Balance $85
[07:12:39] Exp 627: R28 - Bet $20, L, Balance $65
[07:12:48] Exp 627: R29 - Bet $10, W, Balance $85
[07:12:56] Exp 627: R30 - Bet $10, L, Balance $75
[07:13:01] Exp 627: R31 - Bet $20, L, Balance $55
[07:13:06] Exp 627: R32 - Bet $10, L, Balance $45
[07:13:13] Exp 627: R33 - Bet $10, L, Balance $35
[07:13:19] Exp 627: R34 - Bet $10, L, Balance $25
[07:13:25] Exp 627: R35 - Bet $5, L, Balance $20
[07:13:38] Exp 628: R1 - Bet $20, W, Balance $140
[07:13:44] Exp 628: R2 - Bet $30, L, Balance $110
[07:13:52] Exp 628: R3 - Bet $20, W, Balance $150
[07:13:58] Exp 628: R4 - Bet $30, W, Balance $210
[07:14:06] Exp 628: R5 - Bet $10, W, Balance $230
[07:14:14] Exp 628: R6 - Bet $30, L, Balance $200
[07:14:20] Exp 628: R7 - Bet $20, W, Balance $240
[07:14:25] Exp 628: R8 - Bet $20, L, Balance $220
[07:14:32] Exp 628: R9 - Bet $30, L, Balance $190
[07:14:39] Exp 628: R10 - Bet $20, L, Balance $170
[07:14:45] Exp 628: R11 - Bet $20, L, Balance $150
[07:14:50] Exp 628: R12 - Bet $20, W, Balance $190
[07:14:55] Exp 628: R13 - Bet $20, W, Balance $230
[07:15:01] Exp 628: R14 - Bet $20, W, Balance $270
[07:15:08] Exp 628: R15 - Bet $30, L, Balance $240
[07:15:14] Exp 628: R16 - Bet $30, L, Balance $210
[07:15:20] Exp 628: R17 - Bet $20, L, Balance $190
[07:15:25] Exp 628: R18 - Bet $20, L, Balance $170
[07:15:34] Exp 628: R19 - Bet $20, W, Balance $210
[07:15:39] Exp 628: R20 - Bet $20, W, Balance $250
[07:15:45] Exp 628: R21 - Bet $20, L, Balance $230
[07:15:51] Exp 628: R22 - Bet $30, L, Balance $200
[07:15:55] Exp 628: R23 - Bet $20, W, Balance $240
[07:16:02] Exp 628: R24 - Bet $30, L, Balance $210
[07:16:09] Exp 628: R25 - Bet $30, L, Balance $180
[07:16:14] Exp 628: R26 - Bet $30, L, Balance $150
[07:16:19] Exp 628: R27 - Bet $20, L, Balance $130
[07:16:26] Exp 628: R28 - Bet $10, L, Balance $120
[07:16:35] Exp 628: R29 - Bet $10, L, Balance $110
[07:16:42] Exp 628: R30 - Bet $10, L, Balance $100
[07:16:49] Exp 628: R31 - Bet $20, W, Balance $140
[07:16:57] Exp 628: R32 - Bet $20, W, Balance $180
[07:17:01] Exp 628: R33 - Bet $20, L, Balance $160
[07:17:06] Exp 628: R34 - Bet $20, L, Balance $140
[07:17:13] Exp 628: R35 - Bet $30, L, Balance $110
[07:17:20] Exp 628: R36 - Bet $10, W, Balance $130
[07:17:27] Exp 628: R37 - Bet $20, W, Balance $170
[07:17:35] Exp 628: R38 - Bet $30, L, Balance $140
[07:17:40] Exp 628: R39 - Bet $20, L, Balance $120
[07:17:46] Exp 628: R40 - Bet $20, W, Balance $160
[07:17:51] Exp 628: R41 - Bet $20, L, Balance $140
[07:17:56] Exp 628: R42 - Bet $30, W, Balance $200
[07:18:04] Exp 628: R43 - Bet $30, W, Balance $260
[07:18:12] Exp 628: R44 - Bet $30, L, Balance $230
[07:18:20] Exp 628: R45 - Bet $30, L, Balance $200
[07:18:25] Exp 628: R46 - Bet $30, L, Balance $170
[07:18:29] Exp 628: R47 - Bet $20, W, Balance $210
[07:18:35] Exp 628: R48 - Bet $20, L, Balance $190
[07:18:40] Exp 628: R49 - Bet $20, L, Balance $170
[07:18:47] Exp 628: R50 - Bet $20, W, Balance $210
[07:18:53] Exp 629: R1 - Bet $30, L, Balance $70
[07:18:57] Exp 629: R2 - Bet $20, L, Balance $50
[07:19:02] Exp 629: R3 - Bet $20, W, Balance $90
[07:19:08] Exp 629: R4 - Bet $20, L, Balance $70
[07:19:15] Exp 629: R5 - Bet $10, L, Balance $60
[07:19:22] Exp 629: R6 - Bet $20, L, Balance $40
[07:19:28] Exp 629: R7 - Bet $10, L, Balance $30
[07:19:34] Exp 629: R8 - Bet $10, W, Balance $50
[07:19:41] Exp 629: R9 - Bet $15, L, Balance $35
[07:19:51] Exp 629: R10 - Bet $10, W, Balance $55
[07:19:58] Exp 629: R11 - Bet $15, L, Balance $40
[07:20:06] Exp 629: R12 - Bet $10, L, Balance $30
[07:20:17] Exp 629: R13 - Bet $25, L, Balance $5
[07:20:23] Exp 629: R14 - Bet $5, W, Balance $15
[07:20:32] Exp 629: R15 - Bet $10, L, Balance $5
[07:20:36] Exp 629: R16 - Bet $5, L, Balance $0
[07:20:42] Exp 630: R1 - Bet $20, L, Balance $80
[07:20:47] Exp 630: R2 - Bet $30, L, Balance $50
[07:20:51] Exp 630: R3 - Bet $20, L, Balance $30
[07:20:57] Exp 630: R4 - Bet $10, L, Balance $20
[07:21:04] Exp 630: R5 - Bet $5, W, Balance $30
[07:21:11] Exp 630: R6 - Bet $10, L, Balance $20
[07:21:16] Exp 630: R7 - Bet $5, L, Balance $15
[07:21:23] Exp 630: R8 - Bet $5, W, Balance $25
[07:21:29] Exp 630: R9 - Bet $5, W, Balance $35
[07:21:36] Exp 630: R10 - Bet $5, L, Balance $30
[07:21:40] Exp 630: R11 - Bet $5, L, Balance $25
[07:21:45] Exp 630: R12 - Bet $5, L, Balance $20
[07:21:50] Exp 630: R13 - Bet $5, W, Balance $30
[07:21:53] Exp 630: R14 - Bet $10, L, Balance $20
[07:22:01] Exp 630: R15 - Bet $10, L, Balance $10
[07:22:08] Exp 630: R16 - Bet $5, W, Balance $20
[07:22:15] Exp 630: R17 - Bet $10, L, Balance $10
[07:22:22] Exp 630: R18 - Bet $5, L, Balance $5
[07:22:27] Exp 630: R19 - Bet $5, W, Balance $15
[07:22:32] Exp 630: R20 - Bet $5, L, Balance $10
[07:22:36] Exp 630: R21 - Bet $5, L, Balance $5
[07:22:47] Exp 631: R1 - Bet $30, L, Balance $70
[07:22:52] Exp 631: R2 - Bet $20, L, Balance $50
[07:23:00] Exp 631: R3 - Bet $20, W, Balance $90
[07:23:05] Exp 631: R4 - Bet $20, L, Balance $70
[07:23:11] Exp 631: R5 - Bet $20, L, Balance $50
[07:23:18] Exp 631: R6 - Bet $10, L, Balance $40
[07:23:21] Exp 631: R7 - Bet $10, L, Balance $30
[07:23:27] Exp 631: R8 - Bet $10, L, Balance $20
[07:23:36] Exp 632: R1 - Bet $25, L, Balance $75
[07:23:41] Exp 632: R2 - Bet $25, L, Balance $50
[07:23:45] Exp 632: R3 - Bet $10, L, Balance $40
[07:23:51] Exp 632: R4 - Bet $10, L, Balance $30
[07:23:54] Exp 632: R5 - Bet $10, W, Balance $50
[07:23:59] Exp 632: R6 - Bet $20, L, Balance $30
[07:24:05] Exp 632: R7 - Bet $10, L, Balance $20
[07:24:11] Exp 632: R8 - Bet $10, L, Balance $10
[07:24:19] Exp 633: R1 - Bet $25, L, Balance $75
[07:24:23] Exp 633: R2 - Bet $25, L, Balance $50
[07:24:29] Exp 633: R3 - Bet $20, L, Balance $30
[07:24:34] Exp 633: R4 - Bet $10, L, Balance $20
[07:24:39] Exp 633: R5 - Bet $10, W, Balance $40
[07:24:43] Exp 633: R6 - Bet $10, L, Balance $30
[07:24:48] Exp 633: R7 - Bet $10, W, Balance $50
[07:24:52] Exp 633: R8 - Bet $20, L, Balance $30
[07:24:58] Exp 633: R9 - Bet $10, W, Balance $50
[07:25:02] Exp 633: R10 - Bet $20, W, Balance $90
[07:25:06] Exp 633: R11 - Bet $10, W, Balance $110
[07:25:12] Exp 633: R12 - Bet $20, L, Balance $90
[07:25:17] Exp 633: R13 - Bet $30, L, Balance $60
[07:25:22] Exp 633: R14 - Bet $20, W, Balance $100
[07:25:28] Exp 633: R15 - Bet $20, W, Balance $140
[07:25:33] Exp 633: R16 - Bet $30, L, Balance $110
[07:25:38] Exp 633: R17 - Bet $30, W, Balance $170
[07:25:42] Exp 633: R18 - Bet $30, L, Balance $140
[07:25:47] Exp 633: R19 - Bet $30, L, Balance $110
[07:25:52] Exp 633: R20 - Bet $20, L, Balance $90
[07:25:56] Exp 633: R21 - Bet $20, W, Balance $130
[07:26:02] Exp 633: R22 - Bet $20, L, Balance $110
